"geneNames.as.numeric.rownames.res_coef3..1.l3...","res_coef3.adj.P.Val.1.l3."
"RPS4Y1",2.92169164888555e-15
"RBMY1J",1.30755761868895e-14
"DDX3Y",1.30755761868895e-14
"EIF1AY",2.08868150551407e-14
"UTY",2.33369199923218e-14
"chrY:28393534-28393666",2.4538166578244e-12
"chrY:25569248-25569380",2.4538166578244e-12
"DAZ4",2.87933182418089e-11
"CDY1B",4.47154604609171e-10
"ZFY",9.12567441237759e-10
"ACTR3BP2",9.49877687358207e-10
"KDM5D",4.09552951499824e-09
"chr7:57236364-57236431",8.03887984927256e-09
"TSPY10",5.96815551667077e-08
"BPY2C",1.18210020299779e-07
"chr2:95512279-95512384",2.56815913153321e-07
"chr9:43122800-43122905",2.56815913153321e-07
"USP9Y",4.03981894193989e-07
"HSFY2",1.10679377036807e-06
"chr2:11374114-11374220",2.86429510728123e-06
"chr8:104103349-104103416",4.4329731883036e-06
"PDC",4.50683259698988e-06
"chr4:39400769-39400868",5.14864031569868e-06
"chrY:24804024-24804826",7.35680867339598e-06
"chrY:28278453-28279255",7.35680867339598e-06
"chrY:25683655-25684457",7.35680867339598e-06
"chr1:112913626-112913728",1.6874004089061e-05
"chr2:150467182-150467288",1.6874004089061e-05
"PRY2",2.22882401236494e-05
"OR8H3",2.49036113899252e-05
"OR2M3",2.60043937737947e-05
"AMELY",2.67705833790243e-05
"SLC26A7",3.06307602011512e-05
"chr2:153140866-153140974",4.3281393007943e-05
"XKRY2",4.3281393007943e-05
"chr2:55683242-55683338",7.80189290282143e-05
"DEFB107B",7.88840058928138e-05
"chr13:73801284-73801395",7.88840058928138e-05
"chr14:58827387-58827464",9.49052919039877e-05
"chr13:78197507-78197605",0.000110777126484471
"control",0.000119341106499088
"chr17:16595111-16595220",0.000127499356609253
"ANKRD20A8P",0.0001354403387574
"chr3:101334671-101334771",0.000140631567810664
"ADAM3A",0.000218942837251156
"chr14:78287375-78287485",0.000260829985936439
"chr10:112402436-112402543",0.000260829985936439
"chr5:161227316-161227452",0.000260829985936439
"chr8:73931186-73931283",0.000308593600122724
"ZNF735",0.000314349484428741
"chr8:32663407-32663473",0.000330090930554832
"chr6:128934346-128934450",0.000337065217634029
"RPS4Y2",0.000337065217634029
"ZNF674",0.000337065217634029
"chr10:32683488-32683593",0.000355119328170322
"CFHR4",0.000355345274323588
"NXPE1",0.000377820944769172
"chr17:20226313-20226422",0.000395585780770294
"TAS2R7",0.000419473040043043
"chr2:9755396-9755500",0.000429714912617011
"chr13:33337578-33337690",0.000449358182157345
"SNTN",0.000475321038481363
"chr21:14993898-14994004",0.000508374474442091
"chr2:234288491-234288601",0.000515185172112711
"chr7:100913218-100913322",0.000516106951725796
"chr8:32872646-32872708",0.000537181345270415
"chr1:120669562-120669662",0.000537181345270415
"chr1:145149740-145149840",0.000537181345270415
"ZFX",0.000537181345270415
"chr14:66644247-66644352",0.000707204388964467
"chr6:26698284-26698340",0.000726518030738917
"ADAD1",0.000798540955158499
"chr3:182328683-182329057",0.000865965306844422
"chr19:57433718-57433788",0.000993727150926532
"chr10:29049632-29049732",0.00101786960398092
"chr4:45482046-45482156",0.00106351495575179
"SLC17A3",0.00112311387254801
"chr19:56827895-56828005",0.00118804192407522
"chr8:68497633-68497703",0.00122583603616679
"chr3:100671471-100671577",0.00123432635416031
"OMG",0.00126182599750915
"N4BP2L1",0.00129142512071156
"chr21:43837636-43837702",0.00132526727211098
"chr14:84640021-84640079",0.00136283953599739
"chr3:110445868-110445966",0.00136283953599739
"chr21:23577511-23577651",0.00139666777509071
"P2RY14",0.00139666777509071
"chr4:169231843-169231943",0.00152659497095937
"chr3:101347157-101347248",0.00152659497095937
"chr2:131029984-131030051",0.00161532462187088
"TTTY8B",0.00171328696427466
"chr11:48387037-48388116",0.00180196252612957
"SPEF2",0.00180196252612957
"UBE2M",0.00183157066160056
"chr7:127288802-127288877",0.00196950098741554
"UQCRH",0.00225967278011682
"chr4:159985451-159985550",0.00234408756100863
"chr2:202077811-202077881",0.00234419161819201
"LOC400576",0.0024123171807621
"chr7:141503357-141503428",0.0024123171807621
"TTTY7B",0.0024123171807621
"chr2:148229703-148229811",0.00249792037004152
"chr7:128804690-128804800",0.00249792037004152
"chr11:128900354-128900465",0.00253900922553355
"chr8:48043404-48043510",0.00266644926777501
"chr2:131035541-131035608",0.00266644926777501
"chr2:132137657-132137724",0.00266644926777501
"chr7:94124611-94124712",0.00272980247128376
"OR13C3",0.0028765528388235
"TTTY2B",0.0028765528388235
"chr2:55678139-55678229",0.0028765528388235
"chr2:20375566-20375670",0.0028765528388235
"chr2:143854128-143854198",0.0028765528388235
"chr2:120970443-120970510",0.0028765528388235
"chr7:55799837-55800124",0.0028765528388235
"IPCEF1",0.0028765528388235
"SLC9B1",0.00289602852439356
"chr6:100090115-100090223",0.00296529673018824
"WRAP73",0.00300442492851066
"OR6C3",0.00329653277177757
"chr14:84640080-84640144",0.00343309218826871
"KRTAP27-1",0.00353444004915109
"chr13:95303651-95303765",0.00353820058759662
"SNAPC5",0.00360009598760995
"GLYATL1",0.0036227744140834
"chr2:37662657-37662749",0.00366276890825944
"chrX:18414115-18414215",0.00374114926905651
"MRPS12",0.00404552501884001
"chr11:81265078-81265148",0.00404928553588004
"LOC100131508",0.00404928553588004
"chr2:18764633-18764732",0.00411855257382541
"chr1:64494566-64494672",0.00417764573562206
"chr12:112506908-112507011",0.00420666359670034
"chr3:180454193-180454491",0.00425587193380712
"chrY:7209572-7209681",0.00425587193380712
"chr5:72064529-72064636",0.00431453531141316
"UGT2A3",0.00431453531141316
"chr11:114397851-114397953",0.00431453531141316
"chr1:159248834-159249756",0.00433148921386782
"chr4:140121549-140121665",0.0044805657435064
"chr7:101965494-101965608",0.0044805657435064
"GAFA1",0.0044805657435064
"chr6:71892315-71892421",0.0044805657435064
"chr5:122846132-122846231",0.00451862365807429
"chr7:92600317-92600610",0.00459310325926219
"BORCS6",0.00486802097442299
"chrX:5087481-5087548",0.00493432243433865
"chr6:29068386-29069658",0.00497109713949745
"OR4A15",0.0050241989317222
"chr10:75061539-75061642",0.00504551092155471
"RFTN1",0.00509777886191333
"LINC00965",0.00530339343291579
"OR5B17",0.00533911293666629
"chr2:206890317-206890419",0.00533911293666629
"SUZ12P1",0.00548465868926135
"chr6:68335249-68335355",0.00558619952860819
"chr11:113730067-113730171",0.00558881187316517
"chr20:55936039-55936110",0.00563031305436114
"chr15:46952856-46952958",0.00567911284400802
"OR2T5",0.00585850800611598
"OR6C4",0.0058619886689044
"CISH",0.0058619886689044
"TRIM40",0.00586203088101026
"DEFB128",0.0058767617440199
"chr15:40426763-40426833",0.00600914173146923
"chr2:69894491-69894593",0.00600914173146923
"SLCO4C1",0.00600914173146923
"OR51B6",0.00615534076480627
"C19orf52",0.00621717524830414
"LOC101929773",0.00621717524830414
"AF130112",0.00622458852465083
"chr5:64419196-64419299",0.00622458852465083
"chr2:132360363-132360468",0.00626804079705708
"chr2:131255317-131255422",0.00626804079705708
"chr20:36681049-36681148",0.00626907039403944
"chr7:89383934-89384040",0.00630987652354239
"chr15:40426834-40426890",0.00630987652354239
"chr14:51720652-51720741",0.00639313226738483
"CCDC90B",0.00641060264112748
"OR52A1",0.0064978076579435
"chr7:94727539-94727679",0.00654894184551295
"OR2M7",0.00660469852464308
"chr2:140981720-140981791",0.0067099853613442
"chr6:121675500-121675603",0.00702986289830378
"chrY:20487252-20487866",0.00702986289830378
"chrY:19691907-19692521",0.00702986289830378
"MAB21L1",0.00715735287803033
"chr7:115473328-115473427",0.00715735287803033
"chr7:141503288-141503355",0.00717963523116378
"ADAM2",0.00745190264385859
"chr11:4777876-4778028",0.00749872109671413
"OR14A16",0.00749872109671413
"chr22:16276399-16276504",0.00749872109671413
"chr11:81265019-81265077",0.00755508523743318
"N4BP1",0.00762544845339384
"chr7:95970452-95970558",0.00765008252608475
"chr3:191359114-191359213",0.00770488664941929
"TDRD1",0.00776178966450501
"chr6:151936908-151937014",0.00791220082958714
"ANKRD61",0.00795878759943734
"chr1:12590392-12590475",0.00815651927429145
"CD2BP2",0.00818999966925358
"chr7:142374035-142374099",0.0082941295228419
"chr2:202077882-202077940",0.00841245800635715
"TRAPPC3L",0.00853284053866223
"AK098573",0.00853284053866223
"chr6:134416055-134416148",0.00858291686341437
"LNPEP",0.00859067733890275
"chr11:129165153-129165374",0.00859067733890275
"chr3:141773745-141774236",0.00863318475824454
"chr11:4910829-4911826",0.00877062221681417
"chr14:20470322-20471322",0.00881540693605518
"ATG101",0.00883943116088086
"chr3:40011615-40011757",0.00892052673015688
"chr6:92436754-92436815",0.00892052673015688
"NXPE2",0.00892052673015688
"chr1:235703146-235703212",0.00892052673015688
"chr11:85805234-85805335",0.00892052673015688
"chr16:3420908-3420981",0.00902756752621141
"C7",0.00902756752621141
