"geneNames.as.numeric.rownames.res_coef1..1.l1...","res_coef1.adj.P.Val.1.l1."
"CALB1",1.04800925903485e-06
"COA3",1.05881231047746e-06
"CALB1",1.05881231047746e-06
"STYK1",1.05881231047746e-06
"LRRC59",2.53874477709531e-06
"ARPP21",2.53874477709531e-06
"NECTIN3",2.53874477709531e-06
"ARPP21",2.53874477709531e-06
"SUB1",2.53874477709531e-06
"DGKB",2.85602109142277e-06
"SSTR1",2.98743732624479e-06
"RRAGB",3.58570250430164e-06
"PRDX5",3.75867974503301e-06
"ATP6V0B",3.75867974503301e-06
"SERTM1",4.27192331507971e-06
"PLPPR5",4.27192331507971e-06
"PTPRR",4.2995644443709e-06
"SYNE1",4.63852088485722e-06
"PTPRO",4.63852088485722e-06
"COL26A1",4.63852088485722e-06
"CA10",4.9568100554223e-06
"ZNRF1",4.9568100554223e-06
"ADCY2",5.59957094109485e-06
"CDC40",5.63467395137988e-06
"CA10",5.63467395137988e-06
"GNAL",5.63467395137988e-06
"LZTFL1",5.63467395137988e-06
"BRK1",5.63467395137988e-06
"BZW2",5.63467395137988e-06
"NETO2",5.66266465662889e-06
"CYP46A1",6.07272082564394e-06
"PARK7",6.27487063112287e-06
"ARPC4-TTLL3",6.55692829555847e-06
"TMEM183B",8.22734684710408e-06
"YWHAZ",8.7641899469809e-06
"DUSP14",8.7641899469809e-06
"BEST1",8.7641899469809e-06
"PTPRR",9.16943135785332e-06
"ASPHD2",1.1880124143777e-05
"NETO2",1.1880124143777e-05
"HS6ST3",1.1880124143777e-05
"SPATS2L",1.2303994033024e-05
"SRRD",1.2303994033024e-05
"PIP5K1B",1.32531373067658e-05
"GPR26",1.49369903489662e-05
"C11orf87",1.54004128117565e-05
"FAM49A",1.5985694250394e-05
"ARPP19",1.5985694250394e-05
"CEP126",1.60995528043634e-05
"PRDX5",1.65158236956291e-05
"MALAT1",1.65158236956291e-05
"YWHAZ",1.65158236956291e-05
"TMEM132D",1.74465502629965e-05
"NUS1",1.74465502629965e-05
"SUB1",1.9172097131889e-05
"GNG3",2.04000439036398e-05
"CALM3",2.04992019632395e-05
"ACOT7",2.04992019632395e-05
"ALDOA",2.17767530987148e-05
"EGR3",2.17767530987148e-05
"CAMSAP1",2.17767530987148e-05
"SMAP2",2.17767530987148e-05
"CAPZA2",2.17767530987148e-05
"MAL2",2.17767530987148e-05
"CAMKV",2.20479674624318e-05
"SUB1",2.44276283221624e-05
"COPZ1",2.44276283221624e-05
"CUTA",2.44276283221624e-05
"B9D1",2.45401334872771e-05
"HMP19",2.45401334872771e-05
"DLAT",2.4759965787724e-05
"VTA1",2.66269795589281e-05
"LRRTM1",2.73152998923499e-05
"ARPP19",2.73152998923499e-05
"MFSD4A",2.73152998923499e-05
"MRPS12",2.73152998923499e-05
"DNAJA2",2.84516398771186e-05
"SERINC3",2.84516398771186e-05
"GNAL",2.84516398771186e-05
"PPP4R4",2.9130412804092e-05
"TTL",2.97304185461557e-05
"ZMAT2",2.97304185461557e-05
"METTL9",2.97929449181462e-05
"ALDOA",3.19543656870437e-05
"YWHAZ",3.29537242347096e-05
"COPS8",3.29537242347096e-05
"SRD5A1",3.29537242347096e-05
"ARPP19",3.29537242347096e-05
"ACTR3B",3.29537242347096e-05
"POLR3K",3.29537242347096e-05
"ACTR3B",3.29537242347096e-05
"MYT1L",3.29537242347096e-05
"VIP",3.29537242347096e-05
"C1QTNF4",3.29537242347096e-05
"AP4S1",3.38223298897556e-05
"EXOC6",3.38223298897556e-05
"HCG11",3.50793143387434e-05
"MRPL44",3.56680109422584e-05
"MRPS17",3.73078439768014e-05
"IPO11-LRRC70",3.7474487621084e-05
"LMO7",3.77991188486129e-05
"SLC30A9",3.77991188486129e-05
"CCNY",3.82515915669375e-05
"ARL6",3.82515915669375e-05
"CAMK4",3.82515915669375e-05
"SNX3",3.91399845224037e-05
"NDUFA10",3.91399845224037e-05
"ACOT7",3.97163385457865e-05
"CBLN4",4.07198458389032e-05
"JAZF1",4.07198458389032e-05
"YWHAZ",4.08922558435802e-05
"LINC00643",4.08922558435802e-05
"SNX3",4.08922558435802e-05
"PLCL2",4.11136512656106e-05
"RAB12",4.17197575330726e-05
"PJA1",4.41547832082076e-05
"CXADR",4.51522730019552e-05
"JAZF1",4.82935306462383e-05
"MPC2",4.89582403112408e-05
"TMEM160",4.89582403112408e-05
"LRRC73",4.89582403112408e-05
"B3GNT2",4.94562405925719e-05
"RASGRF2",5.1549713752099e-05
"SNX3",5.26028996849203e-05
"RHOBTB3",5.321163657187e-05
"LARGE1",5.37426795641006e-05
"STYK1",5.37426795641006e-05
"OLFM1",5.58603697815371e-05
"CAMKK2",5.58603697815371e-05
"TMEM196",5.62656127245115e-05
"C8orf46",5.62656127245115e-05
"ATP6V1C1",5.62656127245115e-05
"NWD2",5.62656127245115e-05
"LRRD1",5.62656127245115e-05
"RAB11FIP4",5.62656127245115e-05
"GPR26",5.68476304911864e-05
"PIP4K2C",5.71896506316143e-05
"FAM19A1",5.93235380783775e-05
"MFSD4A",5.93235380783775e-05
"VTI1B",5.93235380783775e-05
"ATP6V0D1",5.93235380783775e-05
"PHF14",5.97715057177955e-05
"TOMM22",5.97715057177955e-05
"B3GALNT1",6.04078300049765e-05
"GPR176",6.04292088331518e-05
"PCP4L1",6.04292088331518e-05
"TMEM65",6.1124344359278e-05
"TIMM17A",6.1124344359278e-05
"RHBDD2",6.120058172773e-05
"SCN3B",6.120058172773e-05
"TTL",6.120058172773e-05
"ENC1",6.120058172773e-05
"NGEF",6.12621486120546e-05
"SPPL3",6.12621486120546e-05
"FARSA",6.12621486120546e-05
"CSNK2A1",6.14290443594149e-05
"CACNB2",6.30204204051363e-05
"ISCA1",6.30927166297709e-05
"SNX3",6.346483018995e-05
"RAB11A",6.38129524774236e-05
"PGM2L1",6.38129524774236e-05
"RGS7",6.38129524774236e-05
"TOLLIP",6.38129524774236e-05
"PRKCB",6.38129524774236e-05
"CACNB2",6.38129524774236e-05
"GNAL",6.38129524774236e-05
"CCNA1",6.45543314351045e-05
"PRMT5",6.45543314351045e-05
"HSPA13",6.47523136786768e-05
"RHNO1",6.5346707726515e-05
"C14orf1",6.76804923728819e-05
"PLEKHA3",7.20151950555892e-05
"RHOBTB3",7.20151950555892e-05
"PLPPR4",7.20151950555892e-05
"DOK6",7.25137214017687e-05
"MCTS1",7.25137214017687e-05
"AGK",7.29816949119382e-05
"HN1",7.29816949119382e-05
"R24798",7.29816949119382e-05
"FAM122A",7.33722676306326e-05
"VTA1",7.3500374082199e-05
"SLC35B4",7.3500374082199e-05
"DOK6",7.3500374082199e-05
"GPM6A",7.45967435581958e-05
"TTC9",7.47066850689835e-05
"KCNV1",7.47066850689835e-05
"SEPT11",7.47066850689835e-05
"CIAPIN1",7.47066850689835e-05
"EPHA4",7.53919685949618e-05
"VTA1",7.53919685949618e-05
"CDK5",7.53919685949618e-05
"CDKN2AIPNL",7.56474984329609e-05
"IPO5",7.68914416005628e-05
"TPI1",7.85453728667393e-05
"MAPK1IP1L",7.91916721122062e-05
"ATG101",7.96391216006842e-05
"DENR",7.96514180013125e-05
"UBE2D3",7.96514180013125e-05
"TMEM203",8.02538627832651e-05
"CP",8.0613187065512e-05
"PSMF1",8.0613187065512e-05
"PRKCB",8.0613187065512e-05
"DOCK5",8.20120209767603e-05
"BRMS1L",8.20120209767603e-05
"ITPKA",8.20120209767603e-05
"ENSA",8.20120209767603e-05
"LRRC8B",8.20120209767603e-05
"PENK",8.20120209767603e-05
"ARF3",8.20120209767603e-05
"NUDT4P1",8.20120209767603e-05
"FKBP1B",8.32759271288949e-05
"NRBF2",8.32759271288949e-05
"OAZ1",8.32759271288949e-05
"NDFIP2",8.32759271288949e-05
"OLFM3",8.36703822519711e-05
"NEDD4L",8.36703822519711e-05
"FGF12",8.37298525497105e-05
"ROBO2",8.67091095096305e-05
"XPO7",8.67967427346349e-05
"SEH1L",8.73472054573891e-05
"EFHC1",8.73472054573891e-05
"AGK",8.83414866138087e-05
"B3GNT2",8.83414866138087e-05
"VSTM2A-OT1",8.83414866138087e-05
"SH3GLB2",8.83414866138087e-05
"CAMK2N1",8.88951141268956e-05
"RGS4",9.11026752248379e-05
"CCNY",9.13240520121949e-05
"ILF2",9.13240520121949e-05
"KPNA1",9.13240520121949e-05
"AA417078",9.13240520121949e-05
"CACNB3",9.13240520121949e-05
"CHRM3",9.13240520121949e-05
"KPNA1",9.13240520121949e-05
"METTL26",9.13240520121949e-05
"UBE2N",9.13240520121949e-05
"C8orf46",9.19340093048023e-05
"ALDOA",9.32911123336108e-05
"LANCL2",9.32911123336108e-05
"LZTFL1",9.44571942430378e-05
"LDOC1L",9.44571942430378e-05
"ARHGEF9",9.60010914454852e-05
"ZNF436",9.62629549713072e-05
"CHMP1B",9.75137231414423e-05
"TCEB1",9.86246273987458e-05
"RUSC1",9.94958467255503e-05
"KIAA1217",0.000100962882468545
"CACNG3",0.000100962882468545
"GRPEL1",0.000101323684845402
"LINC00507",0.000102418504628337
"CLCN4",0.000103028352083807
"KCNJ9",0.000103374131092485
"PLK2",0.000103374131092485
"GPI",0.000104160889147803
"ARPP21",0.000104851679928055
"ADD3",0.000105254431673548
"NDUFAF5",0.000106645159821611
"FAM134A",0.000107275609780744
"PPP3CB",0.000108479292003168
"ITGB4",0.000109028383101444
"B3GAT1",0.000109028383101444
"GABRB3",0.000109168533405484
"PITPNM2",0.000109168533405484
"KLHL22",0.000109168533405484
"ATXN10",0.000109322437312922
"CRIP2",0.000109322437312922
"MAGI1",0.000109322437312922
"CDH13",0.000109322437312922
"KIAA1549L",0.000111688220698644
"AZIN1",0.000111688220698644
"TYRO3",0.000112962879776047
"TTLL5",0.000114202813675286
"DCAF6",0.000115367769037131
"R49462",0.000116001269755647
"HOPX",0.000116831433054889
"KCNJ3",0.000116831433054889
"PPP2CA",0.000116831433054889
"LINC00342",0.000116831433054889
"PARP6",0.000116831433054889
"DOCK5",0.000116831433054889
"AMD1",0.000116831433054889
"RIMBP2",0.000116831433054889
"NDUFAF4",0.000116831433054889
"CXorf40A",0.000116831433054889
"FKBP5",0.000116831433054889
"DRD1",0.000117906819686024
"RANGAP1",0.000121494261079743
"SUB1",0.000121494261079743
"TUSC3",0.000121494261079743
"GLCE",0.00012193473509126
"VSTM2A",0.000123520487764794
"COG8",0.000123520487764794
"SLC25A27",0.000123520487764794
"HDAC9",0.000124290105299616
"MANBAL",0.000126717876954011
"DYRK2",0.000128982943275936
"PSMB3",0.000129227097983937
"PAK1",0.000129794912352728
"LINC01007",0.000130762017427679
"NHP2",0.000132718178551554
"PLCL2",0.000132718178551554
"TMEM200A",0.000132718178551554
"CAPZA2",0.000132718178551554
"KIF3C",0.000132718178551554
"ARL6",0.000132718178551554
"VSTM2A",0.000134621911084211
"NRBF2",0.000134621911084211
"PDE2A",0.000134621911084211
"THSD7A",0.000134621911084211
"SLC39A10",0.000134621911084211
"SLC16A14",0.000135657758706888
"ARHGAP20",0.000135657758706888
"LINC00672",0.000135657758706888
"238918_at",0.000139137135020506
"SLC25A46",0.000139269324288659
"AI149880",0.000139397019642129
"HPCAL1",0.00014169895583194
"DDRGK1",0.000145309921926075
"GPR27",0.000145309921926075
"NLK",0.00014557214342732
"YTHDF3",0.000146183083634195
"DYNC1LI1",0.000148594234343811
"EML1",0.000148594234343811
"CP",0.000148594234343811
"UBE2S",0.000149550316815532
"ADRA2A",0.000151382123161378
"EFNB3",0.00015154699461069
"NDRG3",0.000153982722698234
"PIN1",0.000153982722698234
"MPPED1",0.000153982722698234
"PSMD8",0.000153982722698234
"PRKAR1A",0.000153982722698234
"CA4",0.000153982722698234
"PRMT5",0.000153982722698234
"PPP1R14C",0.000153982722698234
"ARMC8",0.000153982722698234
"SLC2A13",0.000154757516028967
"CNOT9",0.000155139652075743
"FGF14",0.000155412498181473
"TUSC2",0.000163947363169802
"PPP2R5E",0.000164557785031956
"RFWD2",0.000165753732623429
"RAB6B",0.000165825292569929
"KCTD16",0.000166401971091689
"VKORC1L1",0.000166401971091689
"217329_x_at",0.000167430985728805
"DPP10-AS1",0.000169779398383608
"ATG5",0.000174519651700399
"PPP1R21",0.000175899797582246
"MALAT1",0.000177268454725191
"FAM110C",0.000180805113630987
"IPO5",0.000182051148636495
"REEP5",0.000182051148636495
"MRPL4",0.000186911461631407
"VPS26B",0.000186911461631407
"CHCHD6",0.000186911461631407
"MMD",0.000188552943333035
"TECR",0.000189028441849138
"HCCS",0.000189028441849138
"SUB1",0.000191104041644608
"B3GALNT1",0.000191104041644608
"HSBP1",0.000191104041644608
"UBE2W",0.000191104041644608
"HOMER1",0.000191104041644608
"THY1",0.000192514807739419
"MMADHC",0.000194578068379564
"NLK",0.000196294003222953
"ZDHHC23",0.000196294003222953
"RPUSD3",0.000196610262224503
"PRR3",0.000196729344376875
"CCDC34",0.000196729344376875
"TXNL4A",0.000198705416067227
"CX3CL1",0.000200213670574331
"ZDHHC21",0.000200655677479585
"ARG2",0.000200655677479585
"NRG3",0.000200655677479585
"ABHD14A",0.00020200615286287
"VSTM2A",0.000202358294602936
"GHITM",0.000202421498002813
"PCDHA1",0.000203184867587324
"C10orf88",0.000203268974248009
"FBXO28",0.000203268974248009
"DOK6",0.000203268974248009
"CELF6",0.000203268974248009
"EMC9",0.000203268974248009
"NOL4",0.000203268974248009
"ITFG1",0.000204406783077907
"PRMT5",0.000205205846418945
"CACNB2",0.000205438633227662
"CDK17",0.000205870299908369
"RAPH1",0.000206726472481937
"MOB4",0.000206726472481937
"ARF3",0.000206726472481937
"CA4",0.000206726472481937
"RNF24",0.000207224244209347
"YIF1B",0.000209174656731692
"ABHD12",0.000212913556218885
"SMPD3",0.000214345223141362
"IPO5",0.000214345223141362
"DLG3",0.000214345223141362
"CUEDC2",0.000214345223141362
"SAP25",0.000214345223141362
"ORC4",0.000214893749527239
"CUL2",0.000215859703522153
"H23551",0.000217945968063681
"SPATS2",0.000219606830034531
"PARP6",0.000219606830034531
"MRPS23",0.000222271256518578
"GGCT",0.000222817404396974
"CCK",0.000226797274903974
"MED19",0.000227395455123665
"EIF5",0.000228326245757906
"INPP5A",0.000228326245757906
"DDX17",0.000228326245757906
"GABRB3",0.000230339754726271
"MBD1",0.000230601063666862
"NREP",0.000230601063666862
"CCNG2",0.000230601063666862
"BLOC1S6",0.000230601063666862
"ENTPD6",0.000233585833069591
"GNB5",0.00023484086591507
"BTBD10",0.000234870138626801
"ITFG1",0.00023546852787958
"NDUFA11",0.000235606023956057
"LMBR1",0.000236101704039068
"PRKCI",0.000236941464056094
"NAV3",0.000237279724146685
"AKAP5",0.000237279724146685
"SLITRK5",0.000237279724146685
"HPCAL4",0.000237530048063876
"VLDLR",0.000237530048063876
"PI4KAP1",0.000237530048063876
"PPP1R2",0.000238616269744548
"CP",0.000238818220471016
"DDX49",0.000239311504776936
"HMOX2",0.000240103796704136
"TOMM70",0.000243082162014539
"AU144590",0.000243525986407502
"GPR22",0.000243525986407502
"RAB1A",0.000246065032846147
"INSIG2",0.000246960046850797
"FKBP5",0.000246960046850797
"WSB2",0.000246960046850797
"B4GALT3",0.000246960046850797
"MAP2K4",0.000246960046850797
"SEPT5-GP1BB",0.000246960046850797
"CDC40",0.000246960046850797
"HN1",0.000246960046850797
"MEF2C",0.000246960046850797
"COPS8",0.000246960046850797
"HDAC9",0.000249483457839316
"ACSL4",0.000249483457839316
"CECR6",0.000249483457839316
"CNKSR2",0.000249483457839316
"MIR6125",0.000249483457839316
"MEF2C",0.000251237351010089
"GRIN2A",0.000251237351010089
"NNT",0.000251497324190747
"ARHGEF7",0.000252415868879927
"RAB40C",0.000253830798150963
"MIR637",0.000253830798150963
"GFM2",0.000254828533983669
"ABR",0.000254828533983669
"CXorf40B",0.000254828533983669
"SARS",0.000254828533983669
"TMED3",0.000254828533983669
"MAPK1",0.000254828533983669
"MAPK8",0.000254828533983669
"IPO5",0.000257434830605086
"DCAF6",0.000259069816275495
"LRRC41",0.000262152988870576
"ETF1",0.000263244531023774
"CALM3",0.000266506284938199
"CPM",0.000266506284938199
"PANX1",0.000266506284938199
"HMGCS1",0.000266506284938199
"MCHR1",0.000266506284938199
"C11orf87",0.000266506284938199
"HCCS",0.000266908055185417
"KALRN",0.000268706606401217
"YIPF5",0.000269519568602572
"CNR1",0.000269648386043589
"SSX2IP",0.000270466080870388
"MAST3",0.000272032245594634
"MPND",0.000272861236829864
"MFSD14A",0.000274880661397209
"B3GALNT1",0.000274880661397209
"PLPPR5",0.000279964456403504
"FHL2",0.000280285844304241
"PLIN3",0.000280448739284905
"SAE1",0.000280448739284905
"FASTKD2",0.000280448739284905
"ATL2",0.000280448739284905
"MDH2",0.000284654865705214
"UBE2N",0.000284919555105324
"LOC101930416",0.000284919555105324
"220905_at",0.000286021737831444
"ANKRD28",0.000289037613183997
"RGS4",0.000290290613437674
"ARFGEF3",0.000291051446513347
"220914_at",0.000291522862576004
"ISCA1",0.000291717961821174
"PPIL1",0.000292973841056914
"DOK5",0.000293829114615169
"SLC25A14",0.000297745100220541
"MTMR2",0.000297745100220541
"LOC100506538",0.000298136082687409
"CLVS1",0.000298553196167181
"NIPSNAP1",0.000298854038561694
"IFT57",0.000298854038561694
"AV702197",0.000298854038561694
"CXADR",0.000298854038561694
"NDUFA9",0.000298854038561694
"SEMA6A",0.000298854038561694
"FAM19A2",0.000300444041218465
"C1QBP",0.000301991518726279
"CP",0.000303129083690011
"MTF2",0.000303129083690011
"CELF2",0.00030386117775338
"PPP2R2D",0.00030386117775338
"LOC101926951",0.00030386117775338
"KIAA2022",0.00030386117775338
"SSX2IP",0.00030386117775338
"SVOP",0.00030386117775338
"GALNTL5",0.000303890542396184
"C2orf47",0.000303890542396184
"DDN",0.000303890542396184
"ITFG1",0.000303890542396184
"LY86-AS1",0.000303890542396184
"POMGNT2",0.000305174575766654
"TADA1",0.000308918222637528
"PRKCI",0.000310616250775458
"GULP1",0.000310616250775458
"FAHD1",0.000310738678693928
"DACT3",0.000310738678693928
"LINC00643",0.000310738678693928
"TPM3",0.000311771180831637
"METTL26",0.000311771180831637
"TMEM59L",0.000311771180831637
"ZADH2",0.000311771180831637
"ARFGEF1",0.000311890854146161
"ZNF808",0.000313233129154737
"R3HDM1",0.000313233129154737
"ASPHD1",0.000319737207070307
"CERS6",0.000319737207070307
"ZNF711",0.000320090915417968
"EIF4E3",0.00032093423731079
"EDC3",0.00032093423731079
"YIPF5",0.000323144971216476
"PLPP7",0.000323914051557357
"KIAA1549L",0.000324233405609274
"PCBP2",0.00032441369205425
"TANC2",0.00032441369205425
"CGGBP1",0.000330724149422273
"TMEM38A",0.000335273884234038
"MLX",0.000335273884234038
"VPS36",0.000335273884234038
"TOMM22",0.000335273884234038
"RNF5P1",0.000335273884234038
"TPI1",0.000335273884234038
"EPHA5",0.000335906250536503
"COPS4",0.000338905245422529
"MAPRE2",0.000339652327256806
"MSANTD3-TMEFF1",0.000339652327256806
"TRIM36",0.000341208477277446
"PGM2L1",0.000355575880443635
"GABRD",0.000358568038061873
"NDUFA8",0.000361755697841748
"FAM49A",0.000361755697841748
"FAM102B",0.000361842775478074
"BTF3L4",0.000361842775478074
"CASK",0.00036326329511015
"NXPH2",0.00036326329511015
"PPP1R7",0.000365156727225064
"ZYG11B",0.000365156727225064
"LRRC7",0.000366062564603208
"PCMT1",0.000366062564603208
"USP12",0.000366855602223855
"PSMD7",0.000366855602223855
"SYT13",0.000372101328797894
"LYRM4",0.000372101328797894
"NICN1",0.000376344555329936
"SHISA9",0.000378572500087193
"SLC25A27",0.000379700748281571
"OCIAD1",0.000380227384077237
"GNG2",0.000385484994663957
"STXBP5",0.000385484994663957
"APEH",0.000389566369378114
"OLFM3",0.000390197244713996
"CACNB3",0.00039133157999789
"LAMP5",0.00039152074552277
"ANO3",0.00039152074552277
"CLTB",0.000395167998572017
"CCSAP",0.000396962247638214
"FYTTD1",0.000397398668904688
"FGF14",0.000399158750566288
"BF110534",0.000399673739093464
"DNAJB9",0.000399968393956121
"FRRS1L",0.000399968393956121
"R20529",0.000399968393956121
"C9orf16",0.000399968393956121
"CAMKK2",0.000400158166243768
"NAB2",0.000401804034595305
"VPS26B",0.000408230260034298
"CSNK2A1",0.00041107091670676
"DNAJC5",0.00041107091670676
"NEGR1",0.00041107091670676
"GABRB3",0.00041107091670676
"DCAF11",0.000412717990311982
"AAK1",0.000414905806424857
"KCND2",0.000415358985574737
"TM2D2",0.000415358985574737
"SLC25A16",0.00042158959615756
"PCMT1",0.000423503323627777
"CNKSR2",0.000425849023304151
"PCMT1",0.000428089264081992
"BBS12",0.000428089264081992
"TUSC3",0.000428637249220865
"AI744451",0.000428730066474368
"UQCRFS1",0.000429258745017312
"UBE2N",0.000429258745017312
"ATP6V1C1",0.000429258745017312
"LOC100507547",0.000430192676240573
"TUSC3",0.000430192676240573
"METAP2",0.000440132644239298
"SNORD14D",0.00044024879744058
"ZNF804A",0.00044024879744058
"SMARCA2",0.000446157325815366
"R3HDM4",0.000447911344599753
"EXOC6",0.000450853402648582
"PIAS1",0.000453534545910894
"CDK5R1",0.000453534545910894
"PFKM",0.000453534545910894
"SNHG4",0.000456666893626557
"GHITM",0.000456999074144982
"EIF4E",0.000459569902399467
"RAB2A",0.00045963611923458
"AW139719",0.000465224834789264
"UBE2E3",0.000466689592844163
"RTN3",0.000466872455490432
"PPP2R5C",0.000466872455490432
"CYCS",0.000467838104959155
"HS6ST2",0.000468534411209613
"ZNF529",0.000468534411209613
"LANCL2",0.000468534411209613
"MFSD4A",0.000468553113878194
"STAU2",0.000474877009012069
"ST6GALNAC5",0.000474877009012069
"PPFIA2",0.000476341276077138
"CDC42EP3",0.000477171010825637
"OAZ1",0.000477770812561272
"FH",0.000477770812561272
"DNAJC14",0.000479445734922983
"R40018",0.000479445734922983
"244274_at",0.000484521622068188
"NCAM2",0.000484521622068188
"PTHLH",0.000484521622068188
"LOC101928718",0.000484521622068188
"EIF5",0.000484521622068188
"MIF",0.000484521622068188
"METTL21A",0.000484521622068188
"RAB1A",0.000486609942631131
"MRPS7",0.000486609942631131
"DEDD",0.000488304428772884
"217619_x_at",0.000493181514952728
"ATOH7",0.000494569682050678
"NOLC1",0.000495289601969851
"DYNC1LI1",0.000495928757103983
"KIF3B",0.000495928757103983
"CDH8",0.000499250424136862
"ZBTB18",0.000503662293412873
"CHL1",0.000505717850043157
"GDE1",0.000507280873945169
"NDUFS2",0.000507280873945169
"CDIPT",0.000507280873945169
"AP2M1",0.000510111636208418
"ARL1",0.000510111636208418
"AASDHPPT",0.000510111636208418
